run_id,timestamp,algorithm,num_communities,modularity,homophily,avg_conductance,avg_tpr,avg_clustering,min_community_size,max_community_size,mean_community_size,median_community_size,num_singleton_communities,num_small_communities
run142,2025-09-29 22:58:38,Infomap,1249,0.5054097135423452,0.5370079379548864,0.47694040302878543,0.9189007479620136,0.417451591815689,1,11018,86.0960768614892,3.0,443,645
run142,2025-09-29 22:58:38,Louvain,24,0.5967444994887321,0.706117257487924,0.2925866221178257,0.9592593970279167,0.3304537604078976,48,19772,4480.583333333333,1341.5,0,0
run142,2025-09-29 22:58:38,Leiden,19,0.5992795450249364,0.7074291887029859,0.29078128776573514,0.9605613108412223,0.3241070177618998,40,20754,5659.684210526316,4848.0,0,0
run142,2025-09-29 22:58:38,K-Means,40,0.23602516382329236,0.2697442622285224,0.7458710871875733,0.6826306098536277,0.2749229483477242,661,8006,2688.35,2361.5,0,0
